action,event_pk,rn,is_replicate,date,work_area,organization,survey,sampling_bout,site_id,project_specific_id,hakai_id,source,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,filtered,filter_type,volume,installed,collected,preserved,analyzed,lab_technician,nh4_,no2_no3_um,no2_no3_ugl,tp,tdp,tn,tdn,srp,po4,sio2,po4pfilt,no3nfilt,po4punfl,no3nunfl,nh4nunfl,nh4__flag,no2_no3_flag,tp_flag,tdp_flag,tn_flag,tdn_flag,srp_flag,po4_flag,sio2_flag,po4pfilt_flag,no3nfilt_flag,po4punfl_flag,no3nunfl_flag,nh4nunfl_flag,analyzing_lab,metadata_qc_flag,comments,quality_log,no2_no3_units,row_flag,quality_level
,1637959,1,,2019-09-19,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT5408,M,50.0307,-125.0992,50.0301182,-125.1009647,,50,49.8885956,,0.45nm,13,,2019-09-19 09:44:39,2019-09-19 11:57:32,2019-11-20 00:00:00,"carolyn.prentice,eva.jordison",,27.26508719,,,,,,,2.434426297,54.26529047,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637959,2,,2019-09-19,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT5409,M,50.0307,-125.0992,50.0301182,-125.1009647,,50,49.8885956,,0.45nm,13,,2019-09-19 09:44:39,2019-09-19 11:57:32,2019-11-20 00:00:00,"carolyn.prentice,eva.jordison",,27.42695138,,,,,,,2.43735236,54.38958825,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637959,3,,2019-09-19,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT5739,M,50.0307,-125.0992,50.0301182,-125.1009647,,50,49.8885956,,0.45nm,13,,2019-09-19 09:44:39,2019-09-19 11:57:32,2019-11-20 00:00:00,"carolyn.prentice,eva.jordison",,27.50070695,,,,,,,2.442593526,54.37887046,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637959,1,,2019-09-19,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT5740,M,50.0307,-125.0992,50.0301182,-125.1009647,,75,72.3648818,,0.45nm,13,,2019-09-19 09:44:39,2019-09-19 11:57:32,2019-11-20 00:00:00,"carolyn.prentice,eva.jordison",,30.70520669,,,,,,,2.703465212,57.03006037,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637959,1,,2019-09-19,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT5741,M,50.0307,-125.0992,50.0301182,-125.1009647,,100,94.5275603,,0.45nm,13,,2019-09-19 09:44:39,2019-09-19 11:57:32,2019-11-20 00:00:00,"carolyn.prentice,eva.jordison",,31.13897376,,,,,,,2.729898272,56.03860148,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637958,1,,2019-09-19,QUADRA,HAKAI,QOMA1,3,QU39,,QNUT5742,M,50.0307,-125.0992,50.02742171,-125.1018391,,150,143.089096,,0.45nm,13,,2019-09-19 10:39:31,2019-09-19 11:47:47,2019-11-20 00:00:00,"carolyn.prentice,eva.jordison",,29.27409553,,,,,,,2.61478488,57.38159152,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637958,1,,2019-09-19,QUADRA,HAKAI,QOMA1,3,QU39,,QNUT5406,M,50.0307,-125.0992,50.02742171,-125.1018391,,200,188.590312,,0.45nm,13,,2019-09-19 10:39:31,2019-09-19 11:47:47,2019-11-20 00:00:00,"carolyn.prentice,eva.jordison",,28.66675865,,,,,,,2.639789429,58.96418576,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637958,2,,2019-09-19,QUADRA,HAKAI,QOMA1,3,QU39,,QNUT5407,M,50.0307,-125.0992,50.02742171,-125.1018391,,200,188.590312,,0.45nm,13,,2019-09-19 10:39:31,2019-09-19 11:47:47,2019-11-20 00:00:00,"carolyn.prentice,eva.jordison",,28.61415381,,,,,,,2.638673169,59.29016507,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637958,3,,2019-09-19,QUADRA,HAKAI,QOMA1,3,QU39,,QNUT5743,M,50.0307,-125.0992,50.02742171,-125.1018391,,200,188.590312,,0.45nm,13,,2019-09-19 10:39:31,2019-09-19 11:47:47,2019-11-20 00:00:00,"carolyn.prentice,eva.jordison",,28.6664471,,,,,,,2.623757041,58.99656877,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637958,1,,2019-09-19,QUADRA,HAKAI,QOMA1,3,QU39,,QNUT5744,M,50.0307,-125.0992,50.02742171,-125.1018391,,260,244.2019108,,0.45nm,13,,2019-09-19 10:39:31,2019-09-19 11:47:47,2019-11-20 00:00:00,"carolyn.prentice,eva.jordison",,28.53245416,,,,,,,2.686628034,63.05017373,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,1,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5410,M,50.0307,-125.0992,,,,0,,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,3.189728013,,,,,,,0.521435658,28.7594341,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,1,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5411,M,50.0307,-125.0992,,,,5,5.2723588,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,6.021573354,,,,,,,0.677780553,32.91653198,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,1,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5412,M,50.0307,-125.0992,,,,10,10.5541011,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,6.909901699,,,,,,,0.749093989,33.4638191,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,2,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5413,M,50.0307,-125.0992,,,,10,10.5541011,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,6.974401011,,,,,,,0.78759935,33.51619928,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,3,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5747,M,50.0307,-125.0992,,,,10,10.5541011,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,6.932294894,,,,,,,0.790642666,33.15390795,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,1,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5748,M,50.0307,-125.0992,,,,20,,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,7.161532639,,,,,,,0.807188448,32.56922805,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,1,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5749,M,50.0307,-125.0992,,,,30,30.7242218,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,23.9505488,,,,,,,2.067954729,48.74776712,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,1,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5750,M,50.0307,-125.0992,,,,50,48.9271995,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,29.39398209,,,,,,,2.59602154,53.08653936,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,2,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5751,M,50.0307,-125.0992,,,,50,48.9271995,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-21 00:00:00,"bryn.fedje,chris.osullivan",,30.44526173,,,,,,,2.698070421,52.40035546,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,3,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5752,M,50.0307,-125.0992,,,,50,48.9271995,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-21 00:00:00,"bryn.fedje,chris.osullivan",,30.3308857,,,,,,,2.72538636,52.61524876,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,1,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5753,M,50.0307,-125.0992,,,,100,96.9905621,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,30.24686937,,,,,,,2.648068001,50.33479831,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,1,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5754,M,50.0307,-125.0992,,,,260,247.882732,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,28.30115426,,,,,,,2.654532086,57.52671712,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,2,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5755,M,50.0307,-125.0992,,,,260,247.882732,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,28.31624936,,,,,,,2.686187106,57.93389157,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1637952,3,,2019-09-24,QUADRA,HAKAI,QOMA5,7,QU39,,QNUT5756,M,50.0307,-125.0992,,,,260,247.882732,,0.45nm,13,,2019-09-24 12:14:04,2019-09-24 12:56:18,2019-11-22 00:00:00,"bryn.fedje,chris.osullivan",,28.30087063,,,,,,,2.675718196,56.81230122,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Sample metadata QC'd by CO",uM,Results,Technicianmr
,1639261,1,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11677,M,51.6505,-127.9516,,,,0,,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,15.36641881,,,,,,,1.363042601,33.47642026,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,2,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11678,M,51.6505,-127.9516,,,,0,,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,15.3380689,,,,,,,1.341910118,33.32654327,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,3,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11679,M,51.6505,-127.9516,,,,0,,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,15.34883485,,,,,,,1.358108767,33.39753639,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,1,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11680,M,51.6505,-127.9516,,,,5,6.3840941,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,17.06078697,,,,,,,1.500438394,34.44442616,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,1,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,CM076,M,51.6505,-127.9516,,,,10,11.6141151,,0.45nm,0,,2019-10-01 00:00:00,,,emma.myers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",,Not Available,Technicianm
,1639261,2,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,CM077,M,51.6505,-127.9516,,,,10,11.6141151,,0.45nm,0,,2019-10-01 00:00:00,,,emma.myers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",,Not Available,Technicianm
,1639261,3,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11681,M,51.6505,-127.9516,,,,10,11.6141151,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,17.52942521,,,,,,,1.559089693,34.09649363,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,1,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11684,M,51.6505,-127.9516,,,,20,20.6712518,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,17.04747463,,,,,,,1.51575936,32.0910919,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,1,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11685,M,51.6505,-127.9516,,,,30,30.2207181,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,16.04762918,,,,,,,1.470407089,28.73409656,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,1,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11686,M,51.6505,-127.9516,,,,50,49.4188339,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,20.88730155,,,,,,,1.825720592,33.88079348,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,2,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11687,M,51.6505,-127.9516,,,,50,49.4188339,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,20.91013643,,,,,,,1.820822889,33.91036231,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,3,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11688,M,51.6505,-127.9516,,,,50,49.4188339,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,20.90253717,,,,,,,1.817869054,33.88397638,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,1,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11689,M,51.6505,-127.9516,,,,100,97.4206951,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,28.68389922,,,,,,,2.305487103,52.00246954,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,1,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11690,M,51.6505,-127.9516,,,,200,192.1662957,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,28.66020692,,,,,,,2.276307127,52.08994728,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,2,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11691,M,51.6505,-127.9516,,,,200,192.1662957,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,29.63558022,,,,,,,2.398548273,55.52256061,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,3,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11692,M,51.6505,-127.9516,,,,200,192.1662957,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,30.67246079,,,,,,,2.474764767,58.62942836,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1639261,1,,2019-10-01,CALVERT,HAKAI,KWAK,1,KC10,,NUT11693,M,51.6505,-127.9516,,,,325,309.2561296,,0.45nm,13,,2019-10-01 11:17:48,2019-10-01 14:43:01,2019-11-20 00:00:00,emma.myers,,30.7797075,,,,,,,2.455280022,59.21669493,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by cm2: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1637869,1,,2019-10-04,CALVERT,HAKAI,RVRS,1,DFO2,,NUT11694,M,51.5208,-127.5583,,,,0,,,0.45nm,13,,2019-10-04 11:46:30,2019-10-04 11:50:29,2019-11-20 00:00:00,emma.myers,,11.13380839,,,,,,,0.943988683,34.84543948,,,,,,,,,,,,,,,,,,,,UBC,,,1: Nutrient metadata QC'd by EM.,uM,Results,Raw
,1637869,1,,2019-10-04,CALVERT,HAKAI,RVRS,1,DFO2,,NUT11695,M,51.5208,-127.5583,,,,5,6.0013831,,0.45nm,13,,2019-10-04 11:46:30,2019-10-04 11:50:29,2019-11-20 00:00:00,emma.myers,,17.8220772,,,,,,,1.490250418,33.58474973,,,,,,,,,,,,,,,,,,,,UBC,,,1: Nutrient metadata QC'd by EM.,uM,Results,Raw
,1637869,1,,2019-10-04,CALVERT,HAKAI,RVRS,1,DFO2,,NUT11696,M,51.5208,-127.5583,,,,10,11.2708958,,0.45nm,13,,2019-10-04 11:46:30,2019-10-04 11:50:29,2019-11-20 00:00:00,emma.myers,,19.77930688,,,,,,,1.672056491,34.39698469,,,,,,,,,,,,,,,,,,,,UBC,,,1: Nutrient metadata QC'd by EM.,uM,Results,Raw
,1637869,1,,2019-10-04,CALVERT,HAKAI,RVRS,1,DFO2,,NUT11697,M,51.5208,-127.5583,,,,20,,,0.45nm,13,,2019-10-04 11:46:30,2019-10-04 11:50:29,2019-11-20 00:00:00,emma.myers,,20.50391802,,,,,,,1.741796576,34.79444896,,,,,,,,,,,,,,,,,,,,UBC,,,1: Nutrient metadata QC'd by EM. No solo for this depth.,uM,Results,Raw
,1637869,1,,2019-10-04,CALVERT,HAKAI,RVRS,1,DFO2,,NUT11698,M,51.5208,-127.5583,,,,30,29.6582362,,0.45nm,13,,2019-10-04 11:46:30,2019-10-04 11:50:29,2019-11-20 00:00:00,emma.myers,,21.19795247,,,,,,,1.795385899,35.29638717,,,,,,,,,,,,,,,,,,,,UBC,,,1: Nutrient metadata QC'd by EM.,uM,Results,Raw
,1637869,1,,2019-10-04,CALVERT,HAKAI,RVRS,1,DFO2,,NUT11699,M,51.5208,-127.5583,,,,50,,,0.45nm,13,,2019-10-04 11:46:30,2019-10-04 11:50:29,2019-11-20 00:00:00,emma.myers,,21.99256121,,,,,,,1.902500032,36.675201,,,,,,,,,,,,,,,,,,,,UBC,,,1: Nutrient metadata QC'd by EM. No solo for this depth.,uM,Results,Raw
,1637869,1,,2019-10-04,CALVERT,HAKAI,RVRS,1,DFO2,,NUT11700,M,51.5208,-127.5583,,,,100,96.9858432,,0.45nm,13,,2019-10-04 11:46:30,2019-10-04 11:50:29,2019-11-20 00:00:00,emma.myers,,27.70559038,,,,,,,2.25400921,50.22683758,,,,,,,,,,,,,,,,,,,,UBC,,,1: Nutrient metadata QC'd by EM.,uM,Results,Raw
,1637869,1,,2019-10-04,CALVERT,HAKAI,RVRS,1,DFO2,,NUT11701,M,51.5208,-127.5583,,,,200,,,0.45nm,13,,2019-10-04 11:46:30,2019-10-04 11:50:29,2019-11-20 00:00:00,emma.myers,,29.18196065,,,,,,,2.408616193,54.30601335,,,,,,,,,,,,,,,,,,,,UBC,,,1: Nutrient metadata QC'd by EM. No solo for this depth.,uM,Results,Raw
,1637869,1,,2019-10-04,CALVERT,HAKAI,RVRS,1,DFO2,,NUT11702,M,51.5208,-127.5583,,,,300,,,0.45nm,13,,2019-10-04 11:46:30,2019-10-04 11:50:29,2019-11-18 00:00:00,emma.myers,,28.91381999,,,,,,,2.363489316,54.74095556,,,,,,,,,,,,,,,,,,,,UBC,,,1: Nutrient metadata QC'd by EM. No solo for this depth.,uM,Results,Raw
,1637775,1,,2019-10-05,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT11096,M,51.705,-128.2384,,,,0,,,0.45nm,13,,2019-10-05 11:05:36,2019-10-05 12:45:06,2019-11-18 00:00:00,chris.mackenzie,,6.776814452,,,,,,,0.75626781,14.2162844,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: No YSI for 5m POM3: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1637775,1,,2019-10-05,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT11097,M,51.705,-128.2384,,,,5,14.0700763,,0.45nm,13,,2019-10-05 11:05:36,2019-10-05 12:45:06,2019-11-18 00:00:00,chris.mackenzie,,6.714485569,,,,,,,0.762365529,14.19992597,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: No YSI for 5m POM3: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1637775,1,,2019-10-05,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT11098,M,51.705,-128.2384,,,,10,,,0.45nm,13,,2019-10-05 11:05:36,2019-10-05 12:45:06,2019-11-18 00:00:00,chris.mackenzie,,6.787128463,,,,,,,0.748634288,14.15475082,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: No YSI for 5m POM3: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1637775,1,,2019-10-05,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT11099,M,51.705,-128.2384,,,,20,,,0.45nm,13,,2019-10-05 11:05:36,2019-10-05 12:45:06,2019-11-20 00:00:00,chris.mackenzie,,6.698361376,,,,,,,0.772606534,14.0888278,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: No YSI for 5m POM3: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1637775,1,,2019-10-05,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT11664,M,51.705,-128.2384,,,,30,37.5983714,,0.45nm,13,,2019-10-05 11:05:36,2019-10-05 12:45:06,2019-11-18 00:00:00,chris.mackenzie,,7.471163486,,,,,,,0.794609638,14.52351585,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: No YSI for 5m POM3: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1637775,1,,2019-10-05,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT11665,M,51.705,-128.2384,,,,50,,,0.45nm,13,,2019-10-05 11:05:36,2019-10-05 12:45:06,2019-11-18 00:00:00,chris.mackenzie,,12.21387986,,,,,,,1.125551386,19.57145378,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: No YSI for 5m POM3: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1637775,1,,2019-10-05,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT11666,M,51.705,-128.2384,,,,100,,,0.45nm,13,,2019-10-05 11:05:36,2019-10-05 12:45:06,2019-11-18 00:00:00,chris.mackenzie,,24.87715421,,,,,,,1.978752564,42.72809421,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: No YSI for 5m POM3: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1637775,1,,2019-10-05,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT11676,M,51.705,-128.2384,,,,115,117.7382956,,0.45nm,13,,2019-10-05 11:05:36,2019-10-05 12:45:06,2019-11-18 00:00:00,chris.mackenzie,,27.48197201,,,,,,,2.164886658,48.73434153,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: No YSI for 5m POM3: Nutrient metadata QC'd by EM.",uM,Results,Raw
,1637866,1,,2019-10-09,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT5710,M,50.0307,-125.0992,50.02952461,-125.0998225,,0,,,0.45nm,13,,2019-10-09 10:25:50,2019-10-09 11:01:38,2019-11-19 00:00:00,"carolyn.prentice,carrie.weekes,chris.osullivan",,14.58726195,,,,,,,1.428180148,41.44445249,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event Metadata QCd by EJ2: Nutrient Sample metadata QC'd by CO",uM,Results,Technicianmr
